,strain [1],vMdamFac,vonMisesdamind,stress [MPa]
0,0.0,0.0,0.0,0.0
1,0.001,0.0,0.0069800390579976,3.638011021432384
2,0.002,0.0,0.0139600781159953,7.27602204286477
3,0.003,0.0,0.020940117173993,10.91403306429719
4,0.004,0.0,0.0279201562319907,14.55204408572954
5,0.005,0.0,0.0349001952899885,18.190055107161925
6,0.006,0.0,0.0418802343479861,21.828066128594376
7,0.007,0.0,0.0488602734059839,25.466077150026663
8,0.008,0.0,0.0558403124639816,29.104088171459082
9,0.009,2.553476593987212e-06,0.0628203515219792,32.742099192891416
10,0.01,1.891958445567277e-05,0.069800390579977,36.38011021432386
11,0.011,5.254875552987398e-05,0.0767804296379747,40.01812123575623
12,0.012,0.00010291965063933825,0.0837604686959722,43.65613225718875
13,0.013,0.00019732484798512588,0.0907405077539701,47.29414327862103
14,0.014,0.0003092292500082863,0.0977205468119679,50.93215430005331
15,0.015,0.0004631399706659512,0.1047005858699654,54.57016532148583
16,0.016,0.0006052281739612136,0.1116806249279631,58.20817634291818
17,0.017,0.0008338123466935837,0.1186606639859605,61.84618736435049
18,0.018,0.0010444116493364,0.1256407030439583,65.48419838578276
19,0.019,0.0013676714526964,0.1326207421019558,69.12220940721552
20,0.02,0.001793439209308,0.139600781159954,72.76022042864767
21,0.021,0.0022901765981904,0.1465808202179514,76.39823145008016
22,0.022,0.0028054954590516,0.1535608592759495,80.03624247151242
23,0.023,0.0034756901752589,0.160540898333947,83.67425349294507
24,0.024,0.0045596346410452,0.1675209373919444,87.31226451437752
25,0.025,0.0059622528021703,0.1745009764499421,90.95027553580968
26,0.026,0.0074010534368032,0.1814810155079402,94.58828655724216
27,0.027,0.0090777117690996,0.1884610307995562,98.22628143575344
28,0.028,0.010721695374052,0.1954408670758074,101.86415336158109
29,0.029,0.0125221896081428,0.2024204463447626,105.50184471579713
30,0.03,0.0142483639216334,0.2093996911412194,109.13930590501677
31,0.031,0.016254262797431,0.2163785737746568,112.77653809485204
32,0.032,0.0186283101896526,0.2233563939471369,116.4131683469238
33,0.033,0.0206437126692593,0.2303319444356608,120.04854421160732
34,0.034,0.0229117404774909,0.237305398535409,123.68270708130083
35,0.035,0.0252989617409474,0.2442770853297681,127.31578095768667
36,0.036,0.027682081624944,0.2512473711361949,130.9478907246599
37,0.037,0.0300205642813268,0.2582150587825321,134.57850271272747
38,0.038,0.0325428034832505,0.265180197237418,138.20754442123226
39,0.039,0.0353078812564089,0.2721416093009126,141.8344999739228
40,0.04,0.0380002692446186,0.279101296158001,145.46040005347808
41,0.041,0.0408354732665421,0.2860566620522657,149.08376532593613
42,0.042,0.0438571402292016,0.2930066367975595,152.70430261290846
43,0.043,0.0465095103391205,0.2999508904716034,156.321780446517
44,0.044,0.0495394700771863,0.3068868892683276,159.93502794011897
45,0.045,0.0525658480523974,0.3138200182067095,163.54656080074162
46,0.046,0.0554801215615808,0.3207481439915962,167.15531622193342
47,0.047,0.0585546654912352,0.327670934232888,170.76095740810715
48,0.048,0.0618196577970721,0.3345867021324775,174.36280178750587
49,0.049,0.0650733546557711,0.3414947308098605,177.9604111905214
50,0.05,0.06847850756442,0.3483960082001654,181.55374966835836
51,0.051,0.0720975154294702,0.3552914398760055,185.14363715305478
52,0.052,0.0756490181147192,0.3621815871616209,188.73051872596568
53,0.053,0.0791482937366138,0.3690623486838469,192.31286557570746
54,0.054,0.082709544297585,0.3759325630788189,195.8900540420363
55,0.055,0.0860918004373861,0.382792011139017,199.46168020703743
56,0.056,0.0894483151200671,0.3896439519849689,203.02933304402853
57,0.057,0.093182798031578,0.3964891762966799,206.59311498955122
58,0.058,0.0968033567796408,0.4033271681043022,210.1524711347553
59,0.059,0.1004935822129358,0.4101553003053585,213.7068572663525
60,0.06,0.1041944740073064,0.4169739875719819,217.25601632520528
61,0.061,0.1078256325221204,0.4237789750553897,220.79781248050608
62,0.062,0.1117236785020477,0.4305724626304421,224.33354846967
63,0.063,0.1153020608974542,0.4373539137691059,227.8632866439858
64,0.064,0.1192024571966474,0.4441220178895311,231.38608602787374
65,0.065,0.12278820338055,0.4508797178937487,234.90335803151407
66,0.066,0.1267789261735669,0.4576213602529301,238.41256408987883
67,0.067,0.1306102089359497,0.4643493811825838,241.9148285111251
68,0.068,0.1346258789350229,0.4710612383024061,245.40871078811776
69,0.069,0.138600078357369,0.4777584607270614,248.8948650773749
70,0.07,0.142513149931096,0.484438686774135,252.37208402997197
71,0.071,0.14629588602876,0.4911044022565501,255.84207832287314
72,0.072,0.1508568097050665,0.4977553508374718,259.30424227038895
73,0.073,0.1547206737842662,0.5043449548909025,262.7342524979992
74,0.074,0.1585862965841877,0.5109618112845188,266.17762100111685
75,0.075,0.1628461173935748,0.5175637124513991,269.613085192236
76,0.076,0.1672921209382018,0.5241488237217361,273.03968187313694
77,0.077,0.1717034087916837,0.5307142056994348,276.45581152866276
78,0.078,0.1761314381578519,0.5372558583958865,279.85993141700635
79,0.079,0.1806854258755289,0.5437781508424067,283.25343347575557
80,0.08,0.1850647023777625,0.550279801422797,286.63609300436116
81,0.081,0.189677553958106,0.5567556550908477,290.0048711041352
82,0.082,0.1941458036142622,0.5632072681275179,293.36030683092434
83,0.083,0.198384405921531,0.5696289825732286,296.69987221700524
84,0.084,0.2026815516405603,0.5760198445500052,300.0228285724397
85,0.085,0.2073357076658392,0.5823703425870494,303.32552487091806
86,0.086,0.2118351474853135,0.5886873309347349,306.6106290152001
87,0.087,0.2164975910616271,0.5949685836606118,309.87626156579324
88,0.088,0.2211271538752064,0.6012195306639099,313.12557493028214
89,0.089,0.2259141152723531,0.6074441122708023,316.3601738818784
90,0.09,0.2310421426339975,0.6136483668602648,319.5829592885411
91,0.091,0.235583843789406,0.6198283081503735,322.79238010152966
92,0.092,0.2405654700634582,0.6259841561850601,325.98764287281017
93,0.093,0.2452270956246769,0.6321098816287711,329.1671529222431
94,0.094,0.2495449239026638,0.6382059891803853,332.3309949554179
95,0.095,0.2532395540429014,0.6442720757239951,335.4800296802991
96,0.096,0.2567829426702155,0.6503076469580688,338.61371872089575
97,0.097,0.2603113900407254,0.6563153042353008,341.7324248702145
98,0.098,0.263727781949223,0.6622946694310948,344.8357323436328
99,0.099,0.2670030064524823,0.6682445433623995,347.92529561752275
100,0.1,0.2703671583803622,0.6741622228582318,350.99973565509055
