,strain [1],vMdamFac,vonMisesdamind,stress [MPa]
0,0.0,0.0,0.0,0.0
1,0.0005,0.0,0.0149543216817435,7.798039872931168
2,0.001,0.0,0.029908643363487,15.596079745862344
3,0.0015,0.0,0.0448629650452305,23.39411961879349
4,0.002,0.0,0.0598172867269741,31.19215949172468
5,0.0025,0.0,0.0747716084087173,38.99019936465591
6,0.003,2.144201877925344e-06,0.0897259300904611,46.788239237587
7,0.0035,5.849328799059497e-06,0.1046802517722044,54.58627911051827
8,0.004,1.48437823228793e-05,0.1196345734539482,62.384318983449376
9,0.0045,5.383071329684839e-05,0.1345888951356916,70.18235885638052
10,0.005,0.00012248426249493412,0.1495432168174346,77.98039872931182
11,0.0055,0.00021954128765787597,0.1644975384991789,85.77843860224276
12,0.006,0.0003236293212255753,0.1794518601809223,93.57647847517396
13,0.0065,0.000505389563161247,0.1944061818626657,101.37451834810506
14,0.007,0.0007534979660739375,0.2093605035444088,109.17255822103654
15,0.0075,0.000993451390169619,0.2243148252261527,116.97059809396791
16,0.008,0.0013230862556723,0.2392691469078966,124.76863796689875
17,0.0085,0.001602613429015,0.2542234685896393,132.5666778398299
18,0.009,0.0019817440258324,0.2691777466209735,140.36468768887545
19,0.0095,0.0024153734604401,0.2841317167295206,148.16248658026547
20,0.01,0.0030527438598709,0.2990848805718444,155.9597318289187
21,0.0105,0.0037656684107108,0.3140379591239731,163.75691687444183
22,0.011,0.0045562931335624,0.3289912092103913,171.55421776860962
23,0.0115,0.0060265865422764,0.3439443477654224,179.35144088580944
24,0.012,0.0077489041864902,0.358895791234213,187.1477398342852
25,0.0125,0.0098083124711355,0.3738456686988903,194.94314417303403
26,0.013,0.0120596504242374,0.3887949979419141,202.73819455496698
27,0.0135,0.0151799367640286,0.4037441264145515,210.533130498623
28,0.014,0.0193554143591519,0.4186914156636976,218.32694989783303
29,0.0145,0.0241612483424342,0.4336337630718339,226.11768629138976
30,0.015,0.0294516837339369,0.4485726963499805,233.90612110819703
31,0.0155,0.0351049172573646,0.4635068487312734,241.69149916997023
32,0.016,0.0415480306099496,0.4784356215129055,249.47367312262972
33,0.0165,0.0483089374961782,0.4933593502241784,257.2528859623525
34,0.017,0.0561943478025963,0.5082804853017677,265.0304840503338
35,0.0175,0.0649558185629679,0.5231956949574044,272.8046708232061
36,0.018,0.0742208292636614,0.5381031525602754,280.57450043065455
37,0.0185,0.0844744594966892,0.5530039398033268,288.3405186941943
38,0.019,0.0946606841648488,0.5678989500727978,296.1031803094293
39,0.0195,0.1054670216459817,0.5827880959318407,303.86259767499587
40,0.02,0.1164652872945495,0.5976717681746063,311.6190911483542
41,0.0205,0.1273245765208322,0.6125487673812896,319.3721669660484
42,0.021,0.1388251610718343,0.6274146454132474,327.119551487056
43,0.0215,0.1497702383210304,0.6422697111041589,334.86120731274127
44,0.022,0.1614155826040632,0.6571114915552703,342.59532204821636
45,0.0225,0.1730771765266061,0.6719382228259371,350.32164835007484
46,0.023,0.184614692724707,0.6867498976307326,358.0405572640946
47,0.0235,0.1968483810749072,0.7015483680853989,365.75296726409823
48,0.024,0.2091384376039485,0.7163375814828356,373.46056716020973
49,0.0245,0.2222824503144639,0.7311177363518268,381.1626647617504
50,0.025,0.2357770691532149,0.7458835681546448,388.85699710629507
51,0.0255,0.2496733754098075,0.7606374207886639,396.5448564662498
52,0.026,0.2632681784994111,0.7753795538480975,404.22663581505236
53,0.0265,0.2770754799543294,0.7901099301995951,411.9017952049527
54,0.027,0.2904803910966969,0.8048316291952075,419.57178491109005
55,0.0275,0.3037989596057449,0.8195379161557247,427.233941330932
