,strain [1],vMdamFac,vonMisesdamind,stress [MPa]
0,0.0,0.0,0.0,0.0
1,0.001,0.0,0.0100182540559741,5.246558514062985
2,0.002,0.0,0.0200365081119482,10.493117028125967
3,0.003,0.0,0.0300547621679224,15.739675542188984
4,0.004,0.0,0.0400730162238965,20.98623405625194
5,0.005,0.0,0.0500912702798707,26.232792570314906
6,0.006,0.0,0.0601095243358448,31.47935108437797
7,0.007,0.0,0.070127778391819,36.725909598440865
8,0.008,3.3241009007505063e-06,0.0801460324477931,41.97246811250385
9,0.009,1.2948890864527822e-05,0.0901642865037674,47.21902662656682
10,0.01,7.8173369601987e-05,0.1001825405597415,52.46558514062976
11,0.011,0.0001949239900162039,0.1102007946157158,57.71214365469284
12,0.012,0.00032277097502787664,0.1202190486716897,62.95870216875594
13,0.013,0.0004533591871573601,0.130237302727664,68.2052606828189
14,0.014,0.0006758129545852852,0.1402555567836381,73.45181919688173
15,0.015,0.0009760811434416936,0.1502738108396117,78.69837771094458
16,0.016,0.0013171250865863,0.1602920648955863,83.94493622500777
17,0.017,0.0017709881671953,0.1703103189515606,89.19149473907073
18,0.018,0.0022010101669944,0.1803285730075349,94.43805325313363
19,0.019,0.0026639698218007,0.1903468270635086,99.68461176719664
20,0.02,0.0034008069972778,0.2003650811194831,104.93117028125964
21,0.021,0.0044138205529207,0.2103833351754567,110.17772879532282
22,0.022,0.0053959592501804,0.2204015892314316,115.42428730938568
23,0.023,0.0066102192755854,0.230419843287405,120.67084582344853
24,0.024,0.0082545097366199,0.2404380973433795,125.91740433751183
25,0.025,0.0101497411166303,0.2504559026980382,131.16366758839126
26,0.026,0.0121416484879931,0.2604730800743793,136.40951703833895
27,0.027,0.0143736360174698,0.2704901282358109,141.6552679885641
28,0.028,0.016763191911103,0.2805064784985436,146.90051458366398
29,0.029,0.0192683010922782,0.2905215170258831,152.14483220239597
30,0.03,0.0220868351205343,0.3005362235360732,157.38892951651076
31,0.031,0.0254618449783739,0.3105455674291566,162.6301926356883
32,0.032,0.028929565419825,0.3205482840010694,167.86768613711436
33,0.033,0.0323514121338974,0.3305450238840527,173.10226652720593
34,0.034,0.0357012525534144,0.3405392464095776,178.3355875934957
35,0.035,0.0395743355877213,0.3505311882839695,183.56799209487002
36,0.036,0.04356945422389,0.3605108701826882,188.79427210889617
37,0.037,0.0478016416501717,0.3704746632465298,194.0123650559484
38,0.038,0.0520747121417224,0.3804274840242865,199.2242498541274
39,0.039,0.0567056002726407,0.3903771617434207,204.43434134115532
40,0.04,0.0619452464925477,0.4003216569674462,209.64131391388366
41,0.041,0.0674031095161444,0.4102608897188293,214.8451965187
42,0.042,0.0734948198651981,0.4201949105901144,220.0456657424007
43,0.043,0.0799993735585954,0.4301213887791334,225.24131358194765
44,0.044,0.0866159195243256,0.4400355810548922,230.43038030832471
45,0.045,0.0924528782846406,0.4499339637291497,235.61110898952742
46,0.046,0.0986859543186675,0.4598171274856698,240.78316880512054
47,0.047,0.1058036261615993,0.4696811791463566,245.94392485442327
48,0.048,0.1125146402567439,0.47951885332137,251.0906878175306
49,0.049,0.118801420854686,0.489343415419449,256.23166264577304
50,0.05,0.1257047940838602,0.499158586567358,261.36859167447517
51,0.051,0.1320268652520907,0.5089597021613201,266.49856819007465
52,0.052,0.1385881148820517,0.5187368475570372,271.61712660028843
53,0.053,0.1452982680437837,0.5284927983161104,276.7251249842044
54,0.054,0.1517643388330921,0.538222738013131,281.81979737268773
55,0.055,0.1584069186246746,0.5479381177213244,286.9067395122378
56,0.056,0.164777055590721,0.5576282216950248,291.9803932961064
57,0.057,0.1715106676307019,0.5673036585334326,297.04593512101206
58,0.058,0.1784648668663395,0.5769592488950841,302.0996220948211
59,0.059,0.1852673502659847,0.5865975156033537,307.1434508646907
60,0.06,0.1914043170304586,0.5961111178925785,312.1221203025484
61,0.061,0.1972744269853047,0.6056768986088024,317.1270746916732
62,0.062,0.2035887369168311,0.6152127622331373,322.11601047631063
63,0.063,0.2099449108939506,0.6247263097456321,327.09203723948207
64,0.064,0.2166805721555996,0.6342155442764301,332.0534503303704
65,0.065,0.2227804500008554,0.6436739677813776,336.9983665294561
66,0.066,0.2285747968808361,0.6530898875586807,341.9214276001211
67,0.067,0.2342890937430266,0.6624577226497008,346.82140181555627
68,0.068,0.240251188603165,0.6717829002253475,351.70026956283186
69,0.069,0.2455210192366191,0.6810771902227349,356.5631973583573
70,0.07,0.2510819876254162,0.6903330095757708,361.4063108959791
71,0.071,0.2568399727635843,0.6995444936257732,366.22641098359696
72,0.072,0.2620731539760125,0.7087285739395984,371.0320587421736
73,0.073,0.2675314393890886,0.7178736840740761,375.81681134481175
74,0.074,0.2729175174711848,0.7269899393126444,380.5852565895208
75,0.075,0.2783986985374743,0.7360680775429799,385.3330855421044
76,0.076,0.283971017472664,0.7451101496335022,390.06197186414965
77,0.077,0.288979062771605,0.7541096946749076,394.7685598089471
78,0.078,0.2938883390459055,0.7630607013124028,399.4508069239301
79,0.079,0.2987773182851165,0.7719539718598227,404.1043906030916
80,0.08,0.3034816169782509,0.7808009461635281,408.7338340322461
81,0.081,0.3084384514951992,0.7895877076663238,413.3327174780128
82,0.082,0.3135923079097868,0.7983292446132289,417.90883642129455
83,0.083,0.3182712694659297,0.8070309251036483,422.4639168147345
84,0.084,0.3229733465775115,0.8156896416697837,426.99590961676347
85,0.085,0.3275694484013972,0.8242890577942706,431.4964830387362
86,0.086,0.332147797186595,0.8328406157379172,435.97163931202397
87,0.087,0.3367166668213385,0.841338999946488,440.4205367575653
88,0.088,0.3410249423949923,0.8497803155675022,444.8408763241718
89,0.089,0.3453858693802361,0.8581718660490707,449.2350965346188
90,0.09,0.3496933563938144,0.8665298048037068,453.6103502353555
91,0.091,0.3541934376560165,0.8748444193505177,457.9617264752126
92,0.092,0.3585627170617765,0.8831099559077762,462.2833719467266
93,0.093,0.3624256765309741,0.8913302969883791,466.57948984477287
94,0.094,0.3665340842103379,0.8994917756276726,470.8435213213843
