,strain [1],vMdamFac,vonMisesdamind,stress [MPa]
0,0.0,0.0,0.0,0.0
1,0.001,0.0,0.0064093968688187,3.356480896399739
2,0.002,0.0,0.0128187937376374,6.712961792799478
3,0.003,0.0,0.0192281906064562,10.06944268919923
4,0.004,0.0,0.0256375874752749,13.42592358559895
5,0.005,0.0,0.0320469843440936,16.78240448199874
6,0.006,0.0,0.0384563812129124,20.138885378398456
7,0.007,0.0,0.044865778081731,23.495366274798144
8,0.008,0.0,0.0512751749505498,26.851847171197917
9,0.009,0.0,0.0576845718193685,30.208328067597655
10,0.01,0.0,0.0640939686881872,33.56480896399748
11,0.011,7.769938517819733e-07,0.070503365557006,36.92128986039721
12,0.012,1.447518331232892e-06,0.0769127624258249,40.27777075679692
13,0.013,7.462943489628744e-06,0.0833221592946434,43.63425165319657
14,0.014,1.9699563819401485e-05,0.0897315561634621,46.99073254959629
15,0.015,3.0566464252717695e-05,0.0961409530322808,50.34721344599623
16,0.016,5.245462815658125e-05,0.1025503499010996,53.70369434239582
17,0.017,9.023314966040972e-05,0.1089597467699185,57.06017523879564
18,0.018,0.00013014215335745618,0.115369143638737,60.416656135195346
19,0.019,0.0002106466540468544,0.121778540507556,63.773137031595084
20,0.02,0.00028853626639039086,0.1281879373763745,67.12961792799496
21,0.021,0.0004086995314830613,0.1345973342451934,70.48609882439456
22,0.022,0.0005625732994314365,0.1410067311140119,73.8425797207944
23,0.023,0.0007368865880976199,0.1474161279828308,77.19906061719388
24,0.024,0.0009153473770234324,0.1538255248516498,80.55554151359382
25,0.025,0.001175375770378,0.160234921720468,83.9120224099936
26,0.026,0.0014058689630814,0.1666443185892867,87.26850330639313
27,0.027,0.0017019198971894,0.1730537154581058,90.62498420279317
28,0.028,0.0021269488465491,0.1794631123269243,93.9814650991926
29,0.029,0.0025485120085969,0.1858725091957435,97.33794599559259
30,0.03,0.003045687623088,0.1922819060645617,100.69442689199246
31,0.031,0.0036769894724696,0.1986913029333801,104.05090778839212
32,0.032,0.0042783957136929,0.2051006998021992,107.40738868479164
33,0.033,0.0048978403922645,0.2115100966710175,110.76386958119143
34,0.034,0.0057450212445372,0.217919493539837,114.12035047759132
35,0.035,0.006752560526941,0.2243288904086558,117.47683137399135
36,0.036,0.0080149612360697,0.230738201462495,120.83325680769312
37,0.037,0.0093929873959481,0.2371473242860625,124.18956065017922
38,0.038,0.0107009621811051,0.2435562531323014,127.54573859313412
39,0.039,0.0120865350048597,0.2499651045520465,130.9018659485497
40,0.04,0.0135430585533301,0.2563740412721372,134.25804838949
41,0.041,0.0151217284822562,0.2627830125210418,137.61425295984927
42,0.042,0.0169588266744594,0.2691917839811133,140.97032493243108
43,0.043,0.0188274670201052,0.2755993821574404,144.32575678885826
44,0.044,0.0210900519598749,0.2820062128462127,147.68070801428698
45,0.045,0.0232689960899214,0.2884117439092924,151.03492731384324
46,0.046,0.0256208550002975,0.2948164623019456,154.3886616766731
47,0.047,0.0280000317475967,0.3012205149394796,157.74194525339658
48,0.048,0.0306722741439645,0.3076245842705662,161.0952146366321
49,0.049,0.0333864774677081,0.3140276187562189,164.44784410805278
50,0.05,0.0360654817357949,0.3204303725819819,167.8003695930869
51,0.051,0.0387488984865587,0.3268326700316785,171.15265258486818
52,0.052,0.0416849953888243,0.3332339952944753,174.50437077719923
53,0.053,0.0447003917732934,0.3396333642164177,177.85509029022205
54,0.054,0.0477270913043499,0.3460298519621297,181.20435319250078
55,0.055,0.0507864017804031,0.3524243770343738,184.55246622929607
56,0.056,0.0537809556274452,0.358817032280062,187.89949500520123
57,0.057,0.0570438864732366,0.3652088088460052,191.24591731770806
58,0.058,0.0604906996631161,0.3715990144336659,194.59120591629144
59,0.059,0.0637311550238607,0.3779863369304028,197.9348327264251
60,0.06,0.0672784978776527,0.384372024052368,201.27755857401013
61,0.061,0.0706803105178413,0.3907543236356261,204.61844500799248
62,0.062,0.0740065282579575,0.3971345198280255,207.9581630593808
63,0.063,0.0775112686529729,0.4035104089771513,211.29575393837382
64,0.064,0.0814841255421646,0.409883666335006,214.63193431328278
65,0.065,0.0851152479365573,0.416253192710693,217.96596922286292
66,0.066,0.0889254469200182,0.4226188696432389,221.2978740649637
67,0.067,0.0927997654616157,0.4289816942781662,224.62819868456793
68,0.068,0.0966129650515308,0.4353401619160276,227.95617190401418
69,0.069,0.1006109914554106,0.4416910475174807,231.28008926212289
70,0.07,0.1047076592884227,0.4480401328853414,234.6028311403521
71,0.071,0.1089266001798418,0.4543867596168053,237.92411088820143
72,0.072,0.1129476731027775,0.4607249675564038,241.24111324569216
73,0.073,0.1174202741759393,0.4670585123131754,244.55565700165678
74,0.074,0.1219045540019495,0.473387151167681,247.86752680048681
75,0.075,0.1259960196707998,0.4797134394962397,251.1779195129277
76,0.076,0.1304479134357105,0.4860334488944262,254.48497584793375
77,0.077,0.1346560223122254,0.4923469620159336,257.78872470385085
78,0.078,0.1392238467209843,0.4986544038950685,261.0892340523532
79,0.079,0.1435251852627252,0.5049555230702453,264.38607685224116
80,0.08,0.1479430630787312,0.5112504184843091,267.6794880138046
81,0.081,0.1525454803427518,0.5175392437063449,270.9695087871495
82,0.082,0.1568003393004751,0.5238217590879946,274.2561948033473
83,0.083,0.1611311876029912,0.5300983370149304,277.5393530850114
84,0.084,0.1655817410598974,0.5363706179999872,280.82001366232885
85,0.085,0.1700122898057764,0.5426350217916013,284.0964979198708
86,0.086,0.174476866217093,0.5488916940038049,287.3685351097949
87,0.087,0.1789967243349769,0.5551433493878012,290.6379149373601
88,0.088,0.1831431672220927,0.5613840123188216,293.901445786903
89,0.089,0.1874865480267832,0.5676161051453655,297.16066366830364
90,0.09,0.1918308626773477,0.573839862140804,300.4152571865798
91,0.091,0.1961984614478703,0.5800552709205102,303.6653128412362
92,0.092,0.2007409952422216,0.5862588611645542,306.909203851171
93,0.093,0.2049049842935995,0.5924516270436538,310.14703258554215
94,0.094,0.2091529265533159,0.5986404503432847,313.38242095887114
95,0.095,0.2133370527859196,0.6048192966770076,316.6124990886903
96,0.096,0.2174632157531803,0.6109880334482204,319.83728126661913
97,0.097,0.221825661817987,0.6171422857524305,323.05426695497323
98,0.098,0.2260831193111451,0.623289096958785,326.26709309596146
99,0.099,0.2299767084571063,0.6294236050466332,329.4730972086064
100,0.1,0.2342795290791224,0.6355508276163201,332.67487729839996
