,strain [1],vMdamFac,vonMisesdamind,stress [MPa]
0,0.0,0.0,0.0,0.0
1,0.001,0.0,0.0060950781216631,3.190902218432496
2,0.002,0.0,0.0121901562433263,6.3818044368649955
3,0.003,0.0,0.0182852343649895,9.57270665529748
4,0.004,0.0,0.0243803124866527,12.763608873729982
5,0.005,0.0,0.0304753906083159,15.954511092162493
6,0.006,0.0,0.0365704687299791,19.145413310594968
7,0.007,0.0,0.0426655468516423,22.336315529027342
8,0.008,0.0,0.0487606249733055,25.527217747459964
9,0.009,4.043751755889794e-06,0.0548557030949687,28.71811996589241
10,0.01,6.4253467414540725e-06,0.0609507812166319,31.90902218432496
11,0.011,2.0211952285369318e-05,0.067045859338295,35.09992440275734
12,0.012,3.9134502831638376e-05,0.0731409374599582,38.2908266211899
13,0.013,5.874520065680957e-05,0.0792360155816215,41.4817288396225
14,0.014,8.745271589073148e-05,0.0853310937032847,44.67263105805467
15,0.015,0.0001382531605970212,0.0914261718249478,47.8635332764873
16,0.016,0.0001705148939011928,0.0975212499466112,51.054435494919936
17,0.017,0.00026391050264471216,0.1036163280682741,54.24533771335232
18,0.018,0.00032642340409713314,0.1097114061899374,57.436239931784776
19,0.019,0.000500481337824157,0.1158064843116007,60.627142150217374
20,0.02,0.0006602548934825176,0.1219015624332639,63.81804436864992
21,0.021,0.0009212418394651386,0.1279966405549266,67.00894658708201
22,0.022,0.0011288050656272,0.1340917186765901,70.19984880551472
23,0.023,0.001406752167761,0.1401867967982533,73.39075102394719
24,0.024,0.0017027467793751,0.1462818749199164,76.58165324237982
25,0.025,0.0020874232800529,0.1523769530415795,79.77255546081207
26,0.026,0.0026368106169405,0.158472031163243,82.96345767924493
27,0.027,0.0031543976889579,0.164567083237412,86.15434285498904
28,0.028,0.0037375962648211,0.170661647872017,89.34490908287133
29,0.029,0.0044446873308808,0.1767557248075905,92.53515519178676
30,0.03,0.0051877127054887,0.1828495190857888,95.72521352798027
31,0.031,0.0058229683367396,0.1889428826858052,98.91498610263311
32,0.032,0.0065637164497027,0.1950363057766363,102.1047955753016
33,0.033,0.0075013548425286,0.2011297741072046,105.29463157565311
34,0.034,0.0082920573833783,0.2072227544890325,108.4841356435842
35,0.035,0.0092329184105742,0.2133128181546746,111.67223129685786
36,0.036,0.0103428606219354,0.219401761557198,114.8596110040978
37,0.037,0.0115261880478684,0.2254899430780491,118.04660870175516
38,0.038,0.012949608198438,0.2315757386720175,121.23239524487825
39,0.039,0.0144704875018328,0.2376589885684809,124.41682032252417
40,0.04,0.0160338645255332,0.243741329700355,127.60079224205546
41,0.041,0.0177695270082225,0.2498223328454027,130.7841495178689
42,0.042,0.019291865178918,0.2559019066642389,133.96671676007998
43,0.043,0.0210253393593163,0.2619813866820829,137.1491310957095
44,0.044,0.0227962479274716,0.2680598069723016,140.3308906602571
45,0.045,0.0247205715174218,0.2741357490319442,143.51104466796562
46,0.046,0.0266893007101224,0.2802062401440707,146.68838887427717
47,0.047,0.0286877751390875,0.2862722817573708,149.86344038935374
48,0.048,0.0306743321632748,0.2923342766241377,153.03658157189878
49,0.049,0.0326772821351234,0.2983937289260568,156.2081636049287
50,0.05,0.034641840785744,0.3044538847830155,159.37994384812325
51,0.051,0.0369137921041883,0.3105123144988209,162.55087204847075
52,0.052,0.0391030649852162,0.3165685366132889,165.7205746111593
53,0.053,0.0414066181914416,0.3226205607460678,168.8880499765918
54,0.054,0.0437829117874834,0.3286704078045266,172.05425107839727
55,0.055,0.0460652045402017,0.3347129289573541,175.21658960275653
56,0.056,0.0485457904108777,0.3407501604577641,178.3766129210891
57,0.057,0.0508822945211552,0.3467862284119185,181.5354505626304
58,0.058,0.0534230622655795,0.3528177125695632,184.69149694324835
59,0.059,0.0560990106900219,0.3588467243084329,187.8458996589273
60,0.06,0.0584996008781805,0.3648719840059278,190.9978526479357
61,0.061,0.0610622584144694,0.3708934680898575,194.1478596889382
62,0.062,0.0634123792629545,0.3769047109473121,197.2927369544324
63,0.063,0.0658520950551346,0.3829042170705204,200.43193302737595
64,0.064,0.068416965974949,0.3888926531604237,203.56572851048801
65,0.065,0.0711213672697027,0.3948728820074254,206.69496602237683
66,0.066,0.0736636474393799,0.4008564618532574,209.8257908258227
67,0.067,0.076153743176022,0.4068357601126303,212.95420277819727
68,0.068,0.0787639462265913,0.4128110652612152,216.08049545404108
