,strain [1],vMdamFac,vonMisesdamind,stress [MPa]
0,0.0,0.0,0.0,0.0
1,0.001,0.0,0.0031719920345587,1.6639550986097278
2,0.002,0.0,0.0063439840691175,3.327910197219455
3,0.003,0.0,0.0095159761036762,4.991865295829177
4,0.004,0.0,0.012687968138235,6.655820394438911
5,0.005,0.0,0.0158599601727938,8.319775493048635
6,0.006,0.0,0.0190319522073525,9.983730591658357
7,0.007,0.0,0.0222039442419113,11.64768569026808
8,0.008,0.0,0.02537593627647,13.311640788877824
9,0.009,0.0,0.0285479283110288,14.975595887487545
10,0.01,0.0,0.0317199203455875,16.63955098609726
11,0.011,0.0,0.0348919123801464,18.303506084706985
12,0.012,0.0,0.0380639044147049,19.96746118331671
13,0.013,0.0,0.0412358964492639,21.63141628192647
14,0.014,0.0,0.0444078884838226,23.295371380536142
15,0.015,0.0,0.0475798805183815,24.9593264791459
16,0.016,1.7014586805802086e-06,0.0507518725529401,26.62328157775563
17,0.017,3.6244880198749127e-06,0.0539238645874987,28.287236676365335
18,0.018,3.6244880198749127e-06,0.0570958566220576,29.95119177497508
19,0.019,3.6244880198749127e-06,0.0602678486566164,31.615146873584766
20,0.02,7.505806605870826e-06,0.0634398406911752,33.27910197219454
21,0.021,2.188070871315237e-05,0.066611832725734,34.943057070804244
22,0.022,3.1509192922672953e-05,0.0697838247602929,36.607012169413984
23,0.023,4.400025434957656e-05,0.0729558167948513,38.270967268023774
24,0.024,6.317984528247067e-05,0.0761278088294099,39.934922366633394
25,0.025,8.881927364237382e-05,0.079299800863969,41.59887746524316
26,0.026,0.00011841247206083276,0.082471792898528,43.2628325638529
27,0.027,0.0001819453078739449,0.0856437849330866,44.92678766246252
28,0.028,0.00024522987637109296,0.0888157769676453,46.590742761072306
29,0.029,0.0003836154301784272,0.091987769002204,48.254697859681976
30,0.03,0.0005667900791700714,0.095159761036763,49.91865295829176
31,0.031,0.0007927998689534111,0.0983317530713216,51.58260805690138
32,0.032,0.0009149203269106094,0.1015037451058803,53.24656315551122
33,0.033,0.0010684521910335,0.1046757371404391,54.91051825412101
34,0.034,0.001254208008207,0.1078477291749974,56.57447335273064
35,0.035,0.0014097156940378,0.1110197212095568,58.23842845134037
36,0.036,0.0016058586018538,0.1141917132441153,59.902383549950216
37,0.037,0.0018419689828312,0.1173637052786743,61.56633864855979
38,0.038,0.002051128952076,0.1205356973132328,63.2302937471696
39,0.039,0.0023074653155145,0.1237076893477917,64.89424884577933
40,0.04,0.0026467692539789,0.1268796813823504,66.55820394438905
41,0.041,0.0029573415312248,0.1300516734169091,68.22215904299881
42,0.042,0.0032552368859152,0.1332236654514678,69.88611414160846
43,0.043,0.003717817741341,0.1363956574860265,71.55006924021822
44,0.044,0.004163933406353,0.139567649520586,73.21402433882797
45,0.045,0.004573747858577,0.1427396415551442,74.87797943743763
46,0.046,0.0051078584145772,0.1459116335897027,76.54193453604742
47,0.047,0.005677888414757,0.149083625624262,78.20588963465714
48,0.048,0.0062599258928853,0.1522556176588201,79.86984473326686
49,0.049,0.0067882950687341,0.1554276096933791,81.53379983187645
50,0.05,0.0073528678302474,0.1585996017279378,83.1977549304863
51,0.051,0.0079063972698992,0.161771593762497,84.86171002909622
52,0.052,0.0084784053608715,0.164943585797056,86.52566512770572
53,0.053,0.0091043061813675,0.1681152759544342,88.18942286468408
54,0.054,0.0099345399705184,0.1712866712941906,89.85298709806945
55,0.055,0.0107254734549214,0.1744579269466508,91.51645955332978
56,0.056,0.0116185756741653,0.1776290248099029,93.1798284034652
57,0.057,0.0125599116770688,0.1808001109581782,94.84318928379756
58,0.058,0.013697202790919,0.1839713267060186,96.5066350499074
59,0.059,0.014684823766185,0.1871426712599165,98.17016548853915
60,0.06,0.0156889259903083,0.19031402347269,99.83370085864456
61,0.061,0.0168913291438487,0.1934854869895763,101.49730937555158
62,0.062,0.018132294630104,0.1966569508999628,103.16091810486392
63,0.063,0.0192229051955473,0.1998284149073096,104.82452689052786
64,0.064,0.020330333979122,0.2029998790070963,106.48813572991527
65,0.065,0.021502412333023,0.2061713247093339,108.15173251379544
66,0.066,0.0227222995131858,0.2093427464832613,109.81531363227191
67,0.067,0.0239104280253664,0.2125133134877389,111.47847169439319
68,0.068,0.0251121805954127,0.2156832126532647,113.14130448029297
69,0.069,0.0263331631315215,0.2188521929539081,114.80364250788712
70,0.07,0.0275758100571721,0.2220199486495548,116.46531234697278
71,0.071,0.0288697686790616,0.2251872741386206,118.12672975498847
72,0.072,0.0302427867940274,0.2283543376347047,119.78790054469313
73,0.073,0.0314742776294853,0.2315207919225648,121.44864265030675
74,0.074,0.0324773197689368,0.2346865127303753,123.10899087377143
75,0.075,0.033642568037999,0.2378523118942366,124.76938945911137
76,0.076,0.0347824268464302,0.2410172270397641,126.42927842081416
77,0.077,0.0358899100423238,0.2441810887104078,128.0886018097993
78,0.078,0.0370376123084705,0.2473446098205877,129.7477442405877
79,0.079,0.0384009807212833,0.2505077289007782,131.40652940350225
80,0.08,0.039714204374679,0.2536709576885744,133.06533368583962
81,0.081,0.04082857883375,0.2568330956991004,134.72345694509542
82,0.082,0.0419286421144888,0.2599940366758913,136.38095093989546
83,0.083,0.0432150386770437,0.2631544065280923,138.03813568744158
84,0.084,0.0444767928324636,0.2663137681704765,139.69481225706926
85,0.085,0.0456067492334362,0.2694715181079175,141.35071388207385
86,0.086,0.0469133420249688,0.2726272585825987,143.00558744554326
87,0.087,0.0482933923764582,0.2757812150142253,144.65947774536983
88,0.088,0.0495668886155959,0.2789336785124549,146.31257084898732
89,0.089,0.0509634993610305,0.2820839013601868,147.96445422490515
90,0.09,0.0524052683371819,0.2852305631390907,149.61437676353538
91,0.091,0.0539277829587469,0.2883756660374038,151.26325387240783
92,0.092,0.0554716480537739,0.291517929772452,152.9106051834065
93,0.093,0.0569739993987654,0.2946573556225509,154.5565496248905
94,0.094,0.0583337884707417,0.2977918448511086,156.1999304506485
95,0.095,0.0596707355516966,0.3009209775085864,157.84056754191394
96,0.096,0.0610035624590994,0.3040471033182985,159.4797148666526
97,0.097,0.0623329489773686,0.3071679999342293,161.11605848578054
98,0.098,0.0634934530916559,0.3102843744851066,162.7500863640917
99,0.099,0.0648242024343827,0.3133947693159046,164.3808784346586
